,fit_time,score_time,test_MAE,test_r2,model
0,0.05277085304260254,0.0015459060668945312,-0.392791340687497,0.21627268707691627,LASSO Regression
1,0.04789233207702637,0.0014946460723876953,-0.39096819077998696,0.20937769172549103,LASSO Regression
2,0.05164909362792969,0.00203704833984375,-0.39590974996813766,0.18122361649083496,LASSO Regression
3,0.049757957458496094,0.001500844955444336,-0.3870176778644372,0.2166721240238384,LASSO Regression
4,0.04726362228393555,0.0015621185302734375,-0.38885250415850603,0.20775749396724352,LASSO Regression
5,0.04910898208618164,0.0014810562133789062,-0.3861348841665697,0.2522776887094781,LASSO Regression
6,0.0514378547668457,0.0015370845794677734,-0.40020995100378315,0.18324265180499966,LASSO Regression
7,0.049189090728759766,0.0015039443969726562,-0.38330653436193224,0.23699935676944572,LASSO Regression
8,0.05312395095825195,0.001528024673461914,-0.39318085706873535,0.18501778674971403,LASSO Regression
9,0.048423051834106445,0.0015308856964111328,-0.3938685439680129,0.1679908724167123,LASSO Regression
10,0.049552202224731445,0.0014910697937011719,-0.39142919768592155,0.22377683173334229,LASSO Regression
11,0.04577898979187012,0.0014798641204833984,-0.39130894544422357,0.1946247352492554,LASSO Regression
12,0.04800724983215332,0.0017058849334716797,-0.38826209816058566,0.18518536011816378,LASSO Regression
13,0.04837393760681152,0.0015101432800292969,-0.38642310333630536,0.21955659260191707,LASSO Regression
14,0.04949784278869629,0.0015141963958740234,-0.3966743127554929,0.21178647740130974,LASSO Regression
15,0.04834890365600586,0.0019130706787109375,-0.39445419599794124,0.20793707248619275,LASSO Regression
16,0.05052804946899414,0.0014810562133789062,-0.38976107635495955,0.20041164434840497,LASSO Regression
17,0.047142982482910156,0.0014772415161132812,-0.3882642860712932,0.23166181491221605,LASSO Regression
18,0.0485081672668457,0.0015048980712890625,-0.3856073071088758,0.23389804495655164,LASSO Regression
19,0.04728984832763672,0.0014832019805908203,-0.3978157520568672,0.15688050127825282,LASSO Regression
20,0.052223920822143555,0.0014619827270507812,-0.384854144442021,0.22879460470920876,LASSO Regression
21,0.04813122749328613,0.0015606880187988281,-0.3857571351785714,0.2041855048921155,LASSO Regression
22,0.049898386001586914,0.0014348030090332031,-0.39179638661860244,0.20749157336501434,LASSO Regression
23,0.048667192459106445,0.0016009807586669922,-0.38329723115547804,0.2458435566707704,LASSO Regression
24,0.050141096115112305,0.0014948844909667969,-0.41038648129132,0.14305720615975126,LASSO Regression
25,0.05049896240234375,0.00164794921875,-0.39538531079124994,0.1955038790781739,LASSO Regression
26,0.04760003089904785,0.0014870166778564453,-0.40035656083892696,0.17660903312705922,LASSO Regression
27,0.04979515075683594,0.0016677379608154297,-0.39011962598047795,0.2155689797413214,LASSO Regression
28,0.04724597930908203,0.0015728473663330078,-0.3899070155510639,0.20219476061169406,LASSO Regression
29,0.04547595977783203,0.0016090869903564453,-0.37938682203375335,0.24421516551076783,LASSO Regression
30,0.04638171195983887,0.0014619827270507812,-0.3984073446358776,0.16595615172367784,LASSO Regression
31,0.04613971710205078,0.0014801025390625,-0.38496086768410925,0.23659470744592703,LASSO Regression
32,0.04831409454345703,0.0014650821685791016,-0.39457257176749944,0.18664550125065293,LASSO Regression
33,0.04930305480957031,0.0015418529510498047,-0.3903582580791157,0.21004072550968,LASSO Regression
34,0.04772520065307617,0.0014679431915283203,-0.38796729615396314,0.225415316821576,LASSO Regression
35,0.048783063888549805,0.001506805419921875,-0.39423233272833935,0.2040629356779734,LASSO Regression
36,0.04992508888244629,0.0014710426330566406,-0.38463043634251054,0.22302836088154265,LASSO Regression
37,0.04841208457946777,0.0014820098876953125,-0.3877878902027013,0.22735536188035887,LASSO Regression
38,0.04927468299865723,0.0016140937805175781,-0.3926244685392371,0.19772275326102295,LASSO Regression
39,0.051358938217163086,0.0018808841705322266,-0.39707148449322294,0.1750509142284279,LASSO Regression
40,0.04845094680786133,0.0018451213836669922,-0.38025422956780613,0.24551567270014463,LASSO Regression
41,0.04786324501037598,0.0014939308166503906,-0.39164047778719635,0.1991149315195706,LASSO Regression
42,0.04750490188598633,0.0014820098876953125,-0.3917731078587732,0.20846062383699926,LASSO Regression
43,0.04929399490356445,0.0014801025390625,-0.393175421926387,0.197225043965505,LASSO Regression
44,0.0478971004486084,0.001953125,-0.39761983200108175,0.18359338007822268,LASSO Regression
45,0.046665191650390625,0.0014767646789550781,-0.3834413256830798,0.2073278636441067,LASSO Regression
46,0.04670405387878418,0.0017151832580566406,-0.395250199385719,0.1706390603222594,LASSO Regression
47,0.04968881607055664,0.0014770030975341797,-0.3941123865213673,0.22655296126106805,LASSO Regression
48,0.045580148696899414,0.001505136489868164,-0.3968386462531933,0.20125716193793897,LASSO Regression
49,0.0486600399017334,0.0017957687377929688,-0.38849491284437626,0.21023183830554526,LASSO Regression
