,fit_time,score_time,test_MAE,test_r2,model
0,0.04753708839416504,0.001833200454711914,-0.3779584757088244,0.2251867503415791,GDB
1,0.04709601402282715,0.001628875732421875,-0.378646119671603,0.2332451135992497,GDB
2,0.04584074020385742,0.0015330314636230469,-0.3825881470883178,0.20098713155543335,GDB
3,0.0474240779876709,0.0019118785858154297,-0.374606230199171,0.23671544196632954,GDB
4,0.04945683479309082,0.0018169879913330078,-0.3786535981628103,0.22156163049711153,GDB
5,0.045645952224731445,0.001641988754272461,-0.3734736816026632,0.2691091759671378,GDB
6,0.0472559928894043,0.0015869140625,-0.3898702281062095,0.1912280602578733,GDB
7,0.04708123207092285,0.0017287731170654297,-0.3709467172075434,0.25337003587073625,GDB
8,0.047843217849731445,0.0015940666198730469,-0.38129481924520475,0.20084180462639645,GDB
9,0.04581475257873535,0.0017158985137939453,-0.38194414803834936,0.188888391855488,GDB
10,0.04482293128967285,0.0015399456024169922,-0.37862113810403497,0.2370766131708386,GDB
11,0.051180124282836914,0.0020568370819091797,-0.38400687643640086,0.20386405886560865,GDB
12,0.0482327938079834,0.0017402172088623047,-0.3758952703469495,0.19984335493812588,GDB
13,0.048255205154418945,0.0017228126525878906,-0.3752362276101617,0.23772688485267257,GDB
14,0.0466611385345459,0.0015981197357177734,-0.3812583673524239,0.23130344961534444,GDB
15,0.04539012908935547,0.0015668869018554688,-0.3793473026136654,0.22800711133630713,GDB
16,0.04513192176818848,0.0015811920166015625,-0.3717756763879459,0.23333729199949693,GDB
17,0.046491146087646484,0.0017559528350830078,-0.37436993494121673,0.2549092709147144,GDB
18,0.04663491249084473,0.0017101764678955078,-0.37769925186674724,0.2304862800556996,GDB
19,0.04601716995239258,0.0015919208526611328,-0.3886481223295618,0.17196426400957932,GDB
20,0.044647932052612305,0.001542806625366211,-0.3732266870314052,0.24259532765331204,GDB
21,0.04701805114746094,0.0017740726470947266,-0.3760192738067024,0.20746159591444724,GDB
22,0.04704999923706055,0.001598358154296875,-0.37909775298602866,0.229825391955084,GDB
23,0.045491933822631836,0.0016210079193115234,-0.37194669953092147,0.2484709390088633,GDB
24,0.04493117332458496,0.0015399456024169922,-0.3946463795421781,0.1762080691199307,GDB
25,0.046380043029785156,0.0017459392547607422,-0.3812421332381218,0.21922345765551965,GDB
26,0.04522299766540527,0.0016329288482666016,-0.3886280995184671,0.19053311687320196,GDB
27,0.0456387996673584,0.001631021499633789,-0.3768334184226025,0.23340156964949177,GDB
28,0.04674386978149414,0.0015878677368164062,-0.3795403379530772,0.22607983129456433,GDB
29,0.047300100326538086,0.0018248558044433594,-0.3665004028915462,0.259392296920003,GDB
30,0.045480966567993164,0.0015518665313720703,-0.38645286474186996,0.1706688369455871,GDB
31,0.045001983642578125,0.001543283462524414,-0.3777562842076074,0.22830827518260466,GDB
32,0.05114889144897461,0.001917123794555664,-0.3839918387240228,0.20822063960836223,GDB
33,0.04700779914855957,0.0016798973083496094,-0.37479694027505156,0.23854898607301767,GDB
34,0.04719710350036621,0.00162506103515625,-0.3768532923633476,0.2402179216830479,GDB
35,0.046185970306396484,0.0017888545989990234,-0.3826407924726606,0.2167329340124705,GDB
36,0.04632115364074707,0.0016238689422607422,-0.3758453866659177,0.23100806265162688,GDB
37,0.0453181266784668,0.0015439987182617188,-0.3738276399713101,0.24422968411298696,GDB
38,0.047019004821777344,0.001764059066772461,-0.3813876619053974,0.20629134852660735,GDB
39,0.049005746841430664,0.001580953598022461,-0.38431744801636625,0.19512977011730792,GDB
40,0.04601407051086426,0.0015869140625,-0.37050384775896367,0.2564285522305454,GDB
41,0.0447847843170166,0.0015423297882080078,-0.38163539475960995,0.20711062866316343,GDB
42,0.04737520217895508,0.0019497871398925781,-0.3773019246892485,0.23391179317326316,GDB
43,0.046350717544555664,0.0015759468078613281,-0.3838899230045483,0.19746006400308336,GDB
44,0.04562497138977051,0.0016326904296875,-0.3838940452910526,0.1994550283119777,GDB
45,0.04545164108276367,0.0016031265258789062,-0.36588969547471084,0.2351454648361032,GDB
46,0.045688629150390625,0.0016193389892578125,-0.38589940368166775,0.18055172495073635,GDB
47,0.04666304588317871,0.001683950424194336,-0.38044779560384673,0.23847287562872777,GDB
48,0.04671883583068848,0.0018551349639892578,-0.3850890648340609,0.21342700131592385,GDB
49,0.04603123664855957,0.0016031265258789062,-0.3783004425977466,0.23084080086210867,GDB
